Platform,Year,Genre,north_america_sales,europe_sales,japan_sales,Other_Sales,Global_Sales
DS,2006,Misc,0.31,0.03,0.0,0.03,0.38
PS3,2006,Sports,0.3,0.04,0.0,0.04,0.38
PS,1996,Action,0.0,0.0,0.36,0.02,0.38
PS2,2002,Role-Playing,0.07,0.05,0.25,0.02,0.38
PS2,2000,Shooter,0.19,0.15,0.0,0.05,0.38
GB,1991,Role-Playing,0.0,0.0,0.38,0.0,0.38
Wii,2009,Sports,0.13,0.21,0.0,0.04,0.38
PS2,2008,Platform,0.19,0.15,0.0,0.05,0.38
PS2,2008,Action,0.32,0.01,0.0,0.05,0.38
PS2,2008,Shooter,0.21,0.0,0.0,0.17,0.38
Wii,2011,Sports,0.34,0.02,0.0,0.02,0.38
PS3,2010,Fighting,0.16,0.15,0.01,0.06,0.38
PSP,2010,Action,0.18,0.12,0.0,0.07,0.38
Wii,2009,Racing,0.11,0.23,0.0,0.04,0.38
SAT,1996,Simulation,0.0,0.0,0.38,0.0,0.38
PS,1999,Action,0.21,0.14,0.0,0.02,0.38
DS,2009,Misc,0.13,0.2,0.0,0.04,0.38
XB,2002,Action,0.28,0.08,0.0,0.01,0.38
PS2,2007,Racing,0.32,0.01,0.0,0.05,0.38
PS,1998,Racing,0.21,0.14,0.0,0.02,0.38
SNES,1995,Strategy,0.0,0.0,0.38,0.0,0.38
PSP,2007,Sports,0.14,0.15,0.0,0.09,0.38
GC,2003,Adventure,0.24,0.06,0.07,0.01,0.38
PSP,2011,Misc,0.0,0.0,0.38,0.0,0.38
3DS,2012,Role-Playing,0.12,0.05,0.2,0.01,0.38
PS,2000,Racing,0.21,0.14,0.0,0.02,0.38
PS,1999,Sports,0.21,0.14,0.0,0.02,0.38
WiiU,2012,Action,0.26,0.09,0.0,0.03,0.38
PS3,2016,Sports,0.02,0.29,0.01,0.05,0.38
PC,2011,Action,0.16,0.16,0.0,0.06,0.38
PS4,2014,Misc,0.19,0.13,0.0,0.06,0.38
PS2,2008,Action,0.12,0.0,0.0,0.26,0.38
Wii,2010,Simulation,0.32,0.03,0.0,0.03,0.38
DS,2008,Simulation,0.35,0.0,0.0,0.03,0.38
Wii,2010,Misc,0.22,0.12,0.0,0.03,0.38
2600,1982,Action,0.35,0.02,0.0,0.0,0.38
DS,2010,Racing,0.35,0.0,0.0,0.02,0.38
PSV,2013,Action,0.05,0.05,0.25,0.03,0.38
PS2,2004,Misc,0.18,0.14,0.0,0.05,0.38
XB,2005,Simulation,0.28,0.08,0.0,0.01,0.38
PS3,2014,Fighting,0.0,0.0,0.38,0.0,0.38
PS2,2010,Fighting,0.24,0.07,0.0,0.07,0.38
PC,2010,Racing,0.12,0.2,0.0,0.06,0.38
DS,2006,Platform,0.34,0.01,0.0,0.03,0.38
3DS,2011,Sports,0.11,0.13,0.11,0.02,0.38
3DS,2011,Role-Playing,0.28,0.01,0.06,0.02,0.38
DS,2009,Role-Playing,0.13,0.02,0.21,0.01,0.38
Wii,2009,Fighting,0.31,0.03,0.0,0.03,0.38
PS3,2011,Shooter,0.15,0.17,0.0,0.06,0.38
GC,2004,Action,0.29,0.08,0.0,0.01,0.38
X360,2005,Shooter,0.32,0.03,0.0,0.03,0.38
DS,2008,Adventure,0.35,0.0,0.0,0.03,0.37
2600,1986,Shooter,0.35,0.02,0.0,0.0,0.37
DS,2008,Simulation,0.35,0.0,0.0,0.03,0.37
PS2,2006,Fighting,0.09,0.07,0.19,0.02,0.37
DS,2009,Simulation,0.35,0.0,0.0,0.03,0.37
WiiU,2012,Sports,0.21,0.12,0.0,0.04,0.37
PS3,2014,Shooter,0.12,0.19,0.0,0.07,0.37
DS,2008,Fighting,0.19,0.03,0.13,0.02,0.37
PS3,2009,Action,0.13,0.17,0.0,0.07,0.37
DS,2007,Platform,0.32,0.03,0.0,0.03,0.37
PS,1997,Fighting,0.0,0.0,0.35,0.02,0.37
DS,2010,Action,0.35,0.0,0.0,0.02,0.37
X360,2009,Misc,0.12,0.21,0.0,0.04,0.37
PS2,2008,Sports,0.16,0.0,0.0,0.21,0.37
GC,2005,Action,0.29,0.07,0.0,0.01,0.37
PS4,2016,Adventure,0.14,0.15,0.03,0.06,0.37
X360,2007,Role-Playing,0.18,0.12,0.04,0.04,0.37
XB,2002,Sports,0.28,0.08,0.0,0.01,0.37
Wii,2007,Sports,0.34,0.0,0.0,0.03,0.37
X360,2006,Sports,0.34,0.0,0.0,0.03,0.37
PS,1994,Shooter,0.08,0.06,0.21,0.02,0.37
PS2,2006,Simulation,0.18,0.14,0.0,0.05,0.37
Wii,2009,Action,0.17,0.17,0.0,0.04,0.37
PC,2016,Shooter,0.2,0.14,0.0,0.03,0.37
PSP,2011,Role-Playing,0.0,0.0,0.37,0.0,0.37
DS,2008,Simulation,0.34,0.01,0.0,0.03,0.37
XOne,2015,Action,0.21,0.13,0.0,0.03,0.37
GC,2002,Platform,0.29,0.07,0.0,0.01,0.37
PS2,2003,Sports,0.18,0.14,0.0,0.05,0.37
PS2,2004,Sports,0.18,0.14,0.0,0.05,0.37
PSP,2010,Action,0.09,0.18,0.01,0.1,0.37
PS2,2006,Action,0.18,0.14,0.0,0.05,0.37
PS2,2002,Sports,0.18,0.14,0.0,0.05,0.37
PSP,2010,Sports,0.35,0.0,0.0,0.03,0.37
SNES,1994,Sports,0.0,0.0,0.37,0.0,0.37
SAT,1995,Shooter,0.0,0.0,0.37,0.0,0.37
Wii,2011,Sports,0.21,0.13,0.0,0.03,0.37
PC,2011,Shooter,0.14,0.18,0.0,0.06,0.37
PS2,2007,Action,0.31,0.01,0.0,0.05,0.37
PS,1998,Adventure,0.0,0.0,0.35,0.02,0.37
X360,2011,Role-Playing,0.21,0.12,0.01,0.03,0.37
PSP,2007,Racing,0.06,0.2,0.0,0.11,0.37
Wii,2009,Sports,0.35,0.0,0.0,0.02,0.37
N64,2000,Role-Playing,0.0,0.0,0.32,0.05,0.37
N64,1999,Shooter,0.3,0.06,0.0,0.0,0.37
N64,2000,Action,0.3,0.06,0.0,0.0,0.37
2600,1981,Action,0.35,0.02,0.0,0.0,0.37
GC,2004,Role-Playing,0.29,0.07,0.0,0.01,0.37
PSP,2012,Action,0.05,0.19,0.02,0.1,0.37
PS3,2009,Strategy,0.14,0.17,0.0,0.06,0.37
PSP,2007,Action,0.1,0.17,0.0,0.1,0.37
PC,2008,Strategy,0.0,0.33,0.0,0.03,0.37
GC,2002,Action,0.28,0.07,0.0,0.01,0.37
DS,2007,Puzzle,0.0,0.0,0.37,0.0,0.37
GBA,2003,Sports,0.26,0.1,0.0,0.01,0.37
PS3,2009,Platform,0.12,0.17,0.01,0.07,0.37
X360,2009,Shooter,0.17,0.15,0.0,0.04,0.37
GBA,2003,Adventure,0.0,0.0,0.36,0.01,0.37
PS4,2015,Action,0.11,0.18,0.02,0.06,0.37
PSP,2006,Role-Playing,0.33,0.0,0.0,0.03,0.37
PSP,2005,Sports,0.34,0.0,0.0,0.03,0.37
SNES,1994,Strategy,0.0,0.0,0.37,0.0,0.37
PS2,2006,Sports,0.17,0.13,0.02,0.04,0.37
N64,1999,Sports,0.37,0.0,0.0,0.0,0.37
3DS,2014,Misc,0.13,0.08,0.15,0.02,0.37
DS,2005,Simulation,0.3,0.01,0.02,0.03,0.37
SNES,1994,Role-Playing,0.0,0.0,0.37,0.0,0.37
PS2,2006,Role-Playing,0.09,0.07,0.18,0.02,0.37
Wii,2008,Simulation,0.34,0.0,0.0,0.03,0.37
PC,2014,Strategy,0.11,0.22,0.0,0.03,0.37
PC,2011,Action,0.09,0.21,0.0,0.07,0.37
DC,1998,Fighting,0.0,0.0,0.37,0.0,0.37
PS3,2011,Action,0.11,0.19,0.0,0.07,0.37
GB,1997,Strategy,0.0,0.0,0.37,0.0,0.37
PS4,2013,Platform,0.2,0.12,0.0,0.05,0.37
PSV,2012,Action,0.17,0.13,0.0,0.06,0.37
PS4,2015,Misc,0.25,0.05,0.0,0.07,0.37
PC,2009,Shooter,0.0,0.32,0.0,0.04,0.37
PS2,2007,Simulation,0.3,0.01,0.0,0.05,0.37
PSP,2006,Sports,0.34,0.0,0.0,0.03,0.37
Wii,2008,Action,0.31,0.02,0.0,0.03,0.36
DS,2009,Racing,0.25,0.08,0.0,0.03,0.36
DS,2007,Sports,0.33,0.0,0.0,0.03,0.36
GC,2004,Shooter,0.28,0.07,0.0,0.01,0.36
SNES,1994,Sports,0.0,0.0,0.36,0.0,0.36
PS2,2008,Fighting,0.08,0.06,0.21,0.02,0.36
SAT,1996,Adventure,0.0,0.0,0.36,0.0,0.36
X360,2010,Action,0.24,0.09,0.01,0.03,0.36
PS2,2001,Sports,0.18,0.14,0.0,0.05,0.36
PS4,2016,Action,0.09,0.17,0.05,0.05,0.36
SNES,1994,Fighting,0.0,0.0,0.36,0.0,0.36
SNES,1993,Fighting,0.0,0.0,0.36,0.0,0.36
PS2,2002,Adventure,0.0,0.0,0.36,0.0,0.36
PS2,2003,Sports,0.18,0.14,0.0,0.05,0.36
PS2,2005,Action,0.18,0.14,0.0,0.05,0.36
PS2,2005,Shooter,0.18,0.14,0.0,0.05,0.36
DS,2010,Fighting,0.0,0.0,0.36,0.0,0.36
PSP,2006,Role-Playing,0.17,0.01,0.16,0.02,0.36
PSP,2008,Sports,0.07,0.19,0.0,0.1,0.36
X360,2013,Action,0.17,0.16,0.0,0.03,0.36
X360,2013,Sports,0.21,0.13,0.0,0.03,0.36
PSP,2008,Platform,0.21,0.09,0.01,0.05,0.36
PS2,2001,Simulation,0.11,0.09,0.14,0.03,0.36
PS2,2005,Action,0.18,0.14,0.0,0.05,0.36
X360,2010,Action,0.24,0.09,0.0,0.03,0.36
X360,2009,Fighting,0.21,0.08,0.04,0.03,0.36
PS,1997,Simulation,0.2,0.14,0.0,0.02,0.36
PS3,2013,Shooter,0.04,0.03,0.27,0.02,0.36
GBA,2002,Action,0.26,0.1,0.0,0.01,0.36
PS2,2001,Role-Playing,0.14,0.11,0.08,0.04,0.36
Wii,2009,Misc,0.33,0.0,0.0,0.03,0.36
PS,1997,Action,0.0,0.0,0.34,0.02,0.36
DS,2008,Racing,0.29,0.05,0.0,0.03,0.36
Wii,2009,Sports,0.33,0.01,0.0,0.03,0.36
WiiU,2012,Action,0.19,0.13,0.0,0.03,0.36
SNES,1997,Platform,0.0,0.0,0.36,0.0,0.36
PS,1997,Sports,0.2,0.14,0.0,0.02,0.36
PS2,2000,Sports,0.18,0.14,0.0,0.05,0.36
XB,2005,Action,0.27,0.08,0.0,0.01,0.36
NES,1993,Action,0.25,0.1,0.0,0.01,0.36
N64,1997,Action,0.07,0.02,0.23,0.04,0.36
N64,1997,Puzzle,0.29,0.06,0.0,0.0,0.36
N64,2000,Action,0.29,0.06,0.0,0.0,0.36
PSV,2013,Fighting,0.13,0.02,0.16,0.05,0.36
Wii,2008,Sports,0.33,0.0,0.0,0.03,0.36
PS,2001,Racing,0.2,0.14,0.0,0.02,0.36
PS3,2009,Misc,0.2,0.11,0.0,0.05,0.36
GBA,2001,Sports,0.26,0.1,0.0,0.01,0.36
Wii,2008,Sports,0.33,0.0,0.0,0.03,0.36
XB,2004,Simulation,0.27,0.08,0.0,0.01,0.36
PC,2014,Action,0.12,0.2,0.0,0.04,0.36
GBA,2002,Simulation,0.0,0.0,0.35,0.01,0.36
SNES,1994,Role-Playing,0.0,0.0,0.36,0.0,0.36
WiiU,2013,Shooter,0.23,0.09,0.01,0.03,0.36
PS,1999,Racing,0.2,0.14,0.0,0.02,0.36
Wii,2011,Sports,0.3,0.03,0.0,0.02,0.36
Wii,2009,Fighting,0.33,0.0,0.0,0.03,0.36
X360,2011,Misc,0.27,0.06,0.0,0.03,0.36
XB,2003,Sports,0.27,0.08,0.0,0.01,0.36
DS,2007,Racing,0.33,0.0,0.0,0.02,0.36
PS2,2005,Fighting,0.0,0.0,0.36,0.0,0.36
X360,2015,Misc,0.23,0.1,0.0,0.03,0.36
DS,2007,Strategy,0.07,0.25,0.0,0.04,0.36
PS2,2004,Sports,0.18,0.14,0.0,0.05,0.36
PS2,2004,Sports,0.0,0.0,0.36,0.0,0.36
PS3,2010,Action,0.18,0.12,0.0,0.06,0.36
PS3,2012,Shooter,0.11,0.17,0.0,0.07,0.36
PSP,2012,Strategy,0.0,0.0,0.36,0.0,0.36
Wii,2011,Fighting,0.24,0.09,0.0,0.03,0.36
PS2,2003,Platform,0.18,0.14,0.0,0.05,0.36
PS2,2003,Role-Playing,0.18,0.14,0.0,0.05,0.36
PS,2000,Simulation,0.0,0.0,0.33,0.02,0.36
PS3,2008,Adventure,0.0,0.0,0.36,0.0,0.36
Wii,2009,Misc,0.0,0.32,0.0,0.03,0.36
GBA,2001,Strategy,0.0,0.0,0.35,0.01,0.36
Wii,2007,Action,0.33,0.01,0.0,0.02,0.36
PC,2013,Strategy,0.06,0.25,0.0,0.05,0.36
PS3,2013,Shooter,0.19,0.11,0.0,0.05,0.36
Wii,2011,Misc,0.0,0.31,0.0,0.05,0.36
PS,1995,Fighting,0.0,0.0,0.33,0.02,0.36
2600,1981,Action,0.33,0.02,0.0,0.0,0.36
Wii,2010,Simulation,0.29,0.04,0.0,0.02,0.36
XB,2002,Action,0.27,0.08,0.0,0.01,0.36
X360,2010,Fighting,0.23,0.1,0.0,0.03,0.36
PSP,2011,Role-Playing,0.0,0.0,0.36,0.0,0.36
PS,1998,Racing,0.2,0.13,0.0,0.02,0.36
SNES,1994,Platform,0.0,0.0,0.36,0.0,0.36
PS3,2008,Misc,0.25,0.06,0.0,0.04,0.36
DS,2010,Platform,0.21,0.02,0.11,0.02,0.36
PS2,2001,Racing,0.17,0.14,0.0,0.05,0.36
PSP,2009,Action,0.24,0.07,0.0,0.05,0.36
PS2,2009,Sports,0.17,0.14,0.0,0.05,0.36
PSP,2009,Sports,0.0,0.26,0.0,0.09,0.36
DC,1999,Sports,0.0,0.0,0.36,0.0,0.36
DS,2008,Adventure,0.33,0.0,0.0,0.02,0.36
PS,1997,Racing,0.06,0.04,0.23,0.02,0.36
XB,2001,Platform,0.25,0.1,0.0,0.01,0.36
DS,2009,Adventure,0.16,0.16,0.0,0.04,0.35
PSP,2007,Shooter,0.32,0.01,0.0,0.03,0.35
PS,1998,Action,0.2,0.13,0.0,0.02,0.35
Wii,2006,Simulation,0.28,0.02,0.03,0.03,0.35
GBA,2005,Sports,0.25,0.09,0.0,0.01,0.35
XOne,2016,Role-Playing,0.23,0.09,0.0,0.03,0.35
PS2,2005,Sports,0.17,0.14,0.0,0.05,0.35
GC,2005,Adventure,0.27,0.07,0.0,0.01,0.35
PS2,2006,Role-Playing,0.08,0.06,0.19,0.02,0.35
GB,1996,Puzzle,0.0,0.0,0.35,0.0,0.35
PS3,2013,Action,0.1,0.18,0.0,0.07,0.35
Wii,2007,Strategy,0.22,0.03,0.08,0.02,0.35
PS2,2004,Sports,0.17,0.14,0.0,0.05,0.35
Wii,2010,Misc,0.25,0.07,0.0,0.03,0.35
3DS,2013,Action,0.0,0.0,0.35,0.0,0.35
PS3,2010,Sports,0.09,0.2,0.0,0.07,0.35
PS2,2003,Misc,0.0,0.0,0.35,0.0,0.35
PS3,2009,Action,0.14,0.16,0.0,0.06,0.35
X360,2012,Fighting,0.19,0.12,0.01,0.03,0.35
PS2,2003,Action,0.17,0.13,0.0,0.05,0.35
GBA,2002,Action,0.25,0.09,0.0,0.01,0.35
XB,2003,Sports,0.26,0.08,0.0,0.01,0.35
X360,2009,Shooter,0.13,0.18,0.0,0.04,0.35
PS2,2006,Sports,0.0,0.0,0.35,0.0,0.35
3DS,2014,Role-Playing,0.08,0.04,0.23,0.01,0.35
WiiU,2016,Shooter,0.16,0.1,0.07,0.03,0.35
SNES,1995,Action,0.04,0.01,0.3,0.0,0.35
DS,2009,Action,0.17,0.15,0.0,0.04,0.35
SNES,1993,Racing,0.0,0.0,0.35,0.0,0.35
PS2,2001,Fighting,0.15,0.11,0.05,0.04,0.35
PS2,2003,Racing,0.17,0.13,0.0,0.04,0.35
PS,2000,Role-Playing,0.03,0.02,0.28,0.02,0.35
GBA,2003,Action,0.25,0.09,0.0,0.01,0.35
DS,2011,Fighting,0.0,0.0,0.35,0.0,0.35
PS3,2011,Fighting,0.2,0.08,0.04,0.04,0.35
Wii,2010,Misc,0.31,0.02,0.0,0.02,0.35
DS,2008,Simulation,0.3,0.03,0.0,0.03,0.35
Wii,2009,Adventure,0.13,0.18,0.0,0.04,0.35
Wii,2013,Strategy,0.21,0.1,0.0,0.03,0.35
DS,2007,Platform,0.23,0.0,0.09,0.02,0.35
N64,2000,Sports,0.0,0.0,0.29,0.06,0.35
PS3,2013,Shooter,0.05,0.19,0.03,0.07,0.35
PS3,2010,Sports,0.11,0.17,0.0,0.06,0.35
Wii,2011,Action,0.18,0.14,0.0,0.03,0.35
X360,2010,Strategy,0.23,0.1,0.0,0.03,0.35
PS2,2003,Action,0.17,0.13,0.0,0.04,0.35
GC,2006,Racing,0.27,0.07,0.0,0.01,0.35
GBA,2003,Action,0.25,0.09,0.0,0.01,0.35
DS,2005,Action,0.32,0.0,0.0,0.02,0.35
PS2,2004,Platform,0.17,0.13,0.0,0.04,0.35
PS,2000,Action,0.19,0.13,0.0,0.02,0.35
XB,2003,Misc,0.26,0.08,0.0,0.01,0.35
X360,2011,Fighting,0.18,0.14,0.0,0.03,0.35
PS3,2010,Shooter,0.13,0.16,0.01,0.06,0.35
PS2,2007,Sports,0.17,0.13,0.0,0.04,0.35
PS2,2009,Misc,0.17,0.13,0.0,0.04,0.35
PS2,2002,Fighting,0.09,0.07,0.16,0.02,0.35
X360,2008,Racing,0.11,0.2,0.0,0.04,0.35
PSP,2010,Strategy,0.13,0.05,0.14,0.03,0.35
PS3,2008,Shooter,0.23,0.07,0.0,0.04,0.35
PS2,2005,Shooter,0.17,0.13,0.0,0.04,0.35
PS,2001,Role-Playing,0.0,0.0,0.32,0.02,0.35
PS2,2008,Platform,0.17,0.13,0.0,0.04,0.35
PS2,2002,Sports,0.17,0.13,0.0,0.04,0.35
PS2,2003,Misc,0.17,0.13,0.0,0.04,0.35
GC,2004,Sports,0.27,0.07,0.0,0.01,0.35
DS,2008,Misc,0.32,0.0,0.0,0.03,0.35
PS2,2003,Shooter,0.17,0.13,0.0,0.04,0.35
PS4,2015,Simulation,0.1,0.2,0.0,0.05,0.35
PS2,2000,Sports,0.0,0.0,0.35,0.0,0.35
PS,1998,Racing,0.19,0.13,0.0,0.02,0.35
PS2,2000,Role-Playing,0.1,0.08,0.15,0.03,0.35
X360,2007,Action,0.3,0.01,0.0,0.03,0.35
PS,1999,Role-Playing,0.19,0.13,0.0,0.02,0.35
SAT,1996,Fighting,0.0,0.0,0.35,0.0,0.35
PS2,2002,Platform,0.17,0.13,0.0,0.04,0.35
DS,2010,Adventure,0.18,0.14,0.0,0.03,0.35
PSP,2006,Sports,0.32,0.0,0.0,0.03,0.35
PS3,2012,Racing,0.06,0.21,0.0,0.08,0.35
GC,2006,Platform,0.27,0.07,0.0,0.01,0.35
PSP,2011,Fighting,0.09,0.07,0.15,0.04,0.35
PS4,2015,Misc,0.16,0.13,0.0,0.06,0.35
PS2,2005,Adventure,0.17,0.13,0.0,0.04,0.35
DS,2007,Action,0.3,0.01,0.01,0.03,0.35
X360,2008,Sports,0.08,0.23,0.0,0.03,0.35
PS,1998,Puzzle,0.0,0.0,0.32,0.02,0.34
DS,2009,Simulation,0.32,0.0,0.0,0.02,0.34
GBA,2005,Misc,0.25,0.09,0.0,0.01,0.34
PSP,2011,Strategy,0.0,0.0,0.34,0.0,0.34
PSP,2011,Action,0.11,0.15,0.0,0.08,0.34
GBA,2002,Platform,0.25,0.09,0.0,0.01,0.34
PS2,2008,Misc,0.17,0.13,0.0,0.04,0.34
PS2,2006,Action,0.11,0.09,0.12,0.03,0.34
DC,1999,Fighting,0.0,0.0,0.34,0.0,0.34
PS,1999,Racing,0.19,0.13,0.0,0.02,0.34
DS,2007,Role-Playing,0.2,0.03,0.09,0.02,0.34
PS3,2007,Action,0.13,0.15,0.0,0.06,0.34
GBA,2004,Platform,0.1,0.04,0.2,0.01,0.34
XOne,2014,Action,0.25,0.07,0.0,0.03,0.34
DS,2007,Action,0.31,0.0,0.0,0.03,0.34
X360,2006,Shooter,0.28,0.03,0.0,0.03,0.34
X360,2006,Action,0.27,0.02,0.02,0.03,0.34
2600,1980,Action,0.32,0.02,0.0,0.0,0.34
GBA,2002,Action,0.25,0.09,0.0,0.01,0.34
PS2,2003,Simulation,0.08,0.06,0.19,0.02,0.34
DS,2010,Action,0.15,0.16,0.0,0.03,0.34
Wii,2010,Action,0.15,0.16,0.0,0.03,0.34
PS2,2004,Adventure,0.17,0.13,0.0,0.04,0.34
SAT,1995,Shooter,0.0,0.0,0.34,0.0,0.34
X360,2011,Action,0.19,0.12,0.0,0.03,0.34
PS2,2009,Racing,0.07,0.03,0.0,0.25,0.34
GBA,2004,Platform,0.25,0.09,0.0,0.01,0.34
DS,2010,Role-Playing,0.24,0.0,0.09,0.02,0.34
PS,1997,Fighting,0.19,0.13,0.0,0.02,0.34
PS2,2000,Puzzle,0.17,0.13,0.0,0.04,0.34
XB,2004,Shooter,0.26,0.07,0.0,0.01,0.34
PS2,2001,Simulation,0.17,0.13,0.0,0.04,0.34
2600,1982,Action,0.32,0.02,0.0,0.0,0.34
2600,1983,Action,0.32,0.02,0.0,0.0,0.34
X360,2016,Action,0.17,0.15,0.0,0.03,0.34
X360,2005,Action,0.28,0.03,0.0,0.03,0.34
Wii,2011,Action,0.29,0.03,0.0,0.02,0.34
GC,2005,Fighting,0.26,0.07,0.0,0.01,0.34
PS3,2009,Action,0.14,0.03,0.15,0.02,0.34
XB,2004,Simulation,0.22,0.11,0.0,0.01,0.34
2600,1981,Action,0.32,0.02,0.0,0.0,0.34
Wii,2011,Action,0.13,0.17,0.0,0.04,0.34
Wii,2007,Action,0.31,0.01,0.0,0.03,0.34
PS3,2012,Action,0.15,0.11,0.03,0.05,0.34
SAT,1995,Fighting,0.0,0.0,0.34,0.0,0.34
N64,1998,Racing,0.27,0.06,0.0,0.0,0.34
2600,1982,Action,0.32,0.02,0.0,0.0,0.34
PS3,2009,Action,0.15,0.13,0.0,0.06,0.34
3DS,2011,Strategy,0.22,0.09,0.0,0.03,0.34
PS,1998,Misc,0.19,0.13,0.0,0.02,0.34
Wii,2008,Racing,0.29,0.03,0.0,0.03,0.34
2600,1981,Shooter,0.32,0.02,0.0,0.0,0.34
PSP,2007,Sports,0.0,0.34,0.0,0.0,0.34
PS2,2004,Adventure,0.17,0.13,0.0,0.04,0.34
PS3,2011,Action,0.14,0.15,0.0,0.05,0.34
XB,2006,Sports,0.25,0.07,0.0,0.01,0.34
DS,2007,Misc,0.0,0.0,0.34,0.0,0.34
PS,1997,Shooter,0.05,0.03,0.23,0.02,0.34
DS,2009,Puzzle,0.31,0.01,0.0,0.02,0.34
DS,2008,Misc,0.31,0.0,0.0,0.02,0.34
XOne,2014,Platform,0.13,0.18,0.0,0.03,0.34
DS,2007,Puzzle,0.28,0.01,0.03,0.02,0.34
PSP,2008,Role-Playing,0.14,0.02,0.16,0.02,0.34
DS,2008,Simulation,0.3,0.02,0.0,0.03,0.34
PS,1998,Action,0.19,0.13,0.0,0.02,0.34
X360,2011,Sports,0.09,0.21,0.0,0.04,0.34
XB,2002,Racing,0.25,0.07,0.0,0.01,0.34
3DS,2013,Strategy,0.15,0.15,0.0,0.03,0.34
DS,2008,Simulation,0.31,0.0,0.0,0.02,0.34
PS3,2008,Sports,0.29,0.02,0.0,0.03,0.34
XOne,2013,Simulation,0.18,0.13,0.0,0.03,0.34
GBA,2005,Racing,0.24,0.09,0.0,0.01,0.34
PC,2011,Simulation,0.11,0.17,0.0,0.05,0.34
GC,2003,Action,0.26,0.07,0.0,0.01,0.34
DS,2009,Simulation,0.21,0.1,0.0,0.03,0.34
PS2,2009,Misc,0.1,0.02,0.0,0.22,0.34
PS3,2010,Misc,0.0,0.25,0.0,0.08,0.34
PS4,2016,Role-Playing,0.0,0.0,0.34,0.0,0.34
PS3,2007,Misc,0.28,0.0,0.02,0.03,0.34
X360,2007,Action,0.29,0.02,0.0,0.03,0.34
PSV,2012,Racing,0.17,0.12,0.0,0.05,0.34
PS2,2008,Action,0.04,0.03,0.25,0.01,0.34
DS,2011,Action,0.27,0.04,0.0,0.02,0.34
PS,1996,Action,0.19,0.13,0.0,0.02,0.34
PS2,2001,Racing,0.16,0.13,0.0,0.04,0.34
DS,2006,Adventure,0.3,0.01,0.0,0.03,0.34
X360,2015,Shooter,0.17,0.14,0.0,0.03,0.34
XB,2005,Shooter,0.25,0.07,0.0,0.01,0.34
DS,2009,Action,0.12,0.18,0.0,0.04,0.34
PS2,2005,Misc,0.16,0.13,0.0,0.04,0.34
PS3,2011,Action,0.0,0.0,0.33,0.0,0.33
PS3,2011,Shooter,0.06,0.15,0.07,0.05,0.33
X360,2009,Action,0.14,0.14,0.02,0.03,0.33
XB,2006,Shooter,0.21,0.11,0.0,0.01,0.33
DS,2009,Action,0.17,0.13,0.0,0.03,0.33
X360,2008,Shooter,0.15,0.14,0.0,0.04,0.33
PS,1996,Racing,0.06,0.04,0.21,0.02,0.33
Wii,2011,Role-Playing,0.13,0.1,0.08,0.03,0.33
PS3,2012,Action,0.09,0.08,0.14,0.03,0.33
X360,2011,Fighting,0.23,0.07,0.01,0.03,0.33
PS2,2003,Adventure,0.16,0.13,0.0,0.04,0.33
GBA,2003,Platform,0.24,0.09,0.0,0.01,0.33
PS,1998,Puzzle,0.06,0.04,0.22,0.02,0.33
Wii,2010,Misc,0.0,0.29,0.0,0.04,0.33
DS,2007,Role-Playing,0.14,0.0,0.18,0.01,0.33
PSP,2006,Fighting,0.27,0.01,0.02,0.03,0.33
PSP,2006,Role-Playing,0.14,0.12,0.0,0.08,0.33
X360,2009,Sports,0.12,0.18,0.0,0.03,0.33
PS,1998,Action,0.19,0.13,0.0,0.02,0.33
PSP,2009,Role-Playing,0.0,0.0,0.33,0.0,0.33
Wii,2011,Misc,0.31,0.0,0.0,0.02,0.33
Wii,2010,Action,0.15,0.15,0.0,0.03,0.33
PSP,2004,Misc,0.13,0.15,0.0,0.05,0.33
PS3,2012,Shooter,0.14,0.14,0.0,0.05,0.33
PS3,2009,Misc,0.0,0.3,0.0,0.03,0.33
Wii,2009,Role-Playing,0.26,0.05,0.0,0.03,0.33
PSV,2011,Fighting,0.2,0.09,0.0,0.05,0.33
GC,2003,Fighting,0.26,0.07,0.0,0.01,0.33
DS,2007,Puzzle,0.14,0.01,0.16,0.01,0.33
GC,2005,Simulation,0.26,0.07,0.0,0.01,0.33
XB,2003,Action,0.25,0.07,0.0,0.01,0.33
X360,2007,Action,0.29,0.02,0.0,0.03,0.33
Wii,2009,Shooter,0.31,0.0,0.0,0.02,0.33
Wii,2010,Misc,0.31,0.0,0.0,0.02,0.33
PS2,2001,Platform,0.12,0.1,0.08,0.03,0.33
XB,2003,Shooter,0.25,0.07,0.0,0.01,0.33
X360,2010,Role-Playing,0.12,0.13,0.06,0.03,0.33
Wii,2008,Simulation,0.3,0.0,0.0,0.03,0.33
PS2,2002,Action,0.16,0.13,0.0,0.04,0.33
XB,2001,Racing,0.25,0.07,0.0,0.01,0.33
PSP,2006,Role-Playing,0.21,0.0,0.1,0.02,0.33
PS3,2009,Sports,0.31,0.0,0.0,0.03,0.33
PS,1999,Simulation,0.0,0.0,0.31,0.02,0.33
PS4,2015,Fighting,0.09,0.13,0.08,0.04,0.33
GC,2004,Platform,0.26,0.07,0.0,0.01,0.33
PS3,2011,Sports,0.0,0.25,0.0,0.08,0.33
PC,2012,Action,0.14,0.15,0.0,0.04,0.33
